"ppt_id","group_c","test_c","triplet_id","pair_type_c","acc","RT_acc"
"237A",-0.5,-0.5,23,0.5,1,2246.49999997616
"237A",-0.5,-0.5,7,-0.5,1,3483.19999992847
"237A",-0.5,-0.5,3,-0.5,1,3065.89999997616
"237A",-0.5,-0.5,4,-0.5,0,NA
"237A",-0.5,-0.5,25,0.5,1,1890.7
"237A",-0.5,-0.5,9,-0.5,1,2504.69999992847
"237A",-0.5,-0.5,20,0.5,1,2027.7
"237A",-0.5,-0.5,21,0.5,1,1497.59999992847
"237A",-0.5,-0.5,1,-0.5,0,NA
"237A",-0.5,-0.5,26,0.5,1,2206.09999995232
"237A",-0.5,-0.5,19,0.5,1,2167.69999992847
"237A",-0.5,-0.5,5,-0.5,0,NA
"237A",-0.5,-0.5,27,0.5,1,1458.90000002384
"237A",-0.5,-0.5,6,-0.5,1,2085.00000002384
"237A",-0.5,-0.5,8,-0.5,1,2709.39999997616
"237A",-0.5,-0.5,2,-0.5,1,4107.79999992848
"237A",-0.5,-0.5,22,0.5,1,3474.09999997616
"237A",-0.5,-0.5,24,0.5,1,2271.7
"240D",-0.5,-0.5,3,-0.5,1,8468.70000000001
"240D",-0.5,-0.5,25,0.5,1,2324.09999997616
"240D",-0.5,-0.5,19,0.5,1,1217.19999992847
"240D",-0.5,-0.5,5,-0.5,1,4890.59999999999
"240D",-0.5,-0.5,7,-0.5,0,NA
"240D",-0.5,-0.5,24,0.5,1,1445.99999997616
"240D",-0.5,-0.5,2,-0.5,0,NA
"240D",-0.5,-0.5,1,-0.5,0,NA
"240D",-0.5,-0.5,9,-0.5,1,2195.70000002385
"240D",-0.5,-0.5,20,0.5,1,1768.69999997615
"240D",-0.5,-0.5,21,0.5,1,1137.79999995232
"240D",-0.5,-0.5,4,-0.5,1,2135.70000000001
"240D",-0.5,-0.5,6,-0.5,0,NA
"240D",-0.5,-0.5,23,0.5,1,1602.50000002384
"240D",-0.5,-0.5,27,0.5,1,1359.49999999997
"240D",-0.5,-0.5,22,0.5,1,1718.70000000001
"240D",-0.5,-0.5,8,-0.5,1,1437.49999999997
"240D",-0.5,-0.5,26,0.5,1,1194.39999997616
"432B",-0.5,-0.5,2,-0.5,0,NA
"432B",-0.5,-0.5,27,0.5,1,1632
"432B",-0.5,-0.5,26,0.5,1,1210.29999998808
"432B",-0.5,-0.5,7,-0.5,1,1289.70000002385
"432B",-0.5,-0.5,1,-0.5,0,NA
"432B",-0.5,-0.5,21,0.5,1,1409.09999998807
"432B",-0.5,-0.5,3,-0.5,1,1438.70000003575
"432B",-0.5,-0.5,8,-0.5,1,1539.60000002384
"432B",-0.5,-0.5,6,-0.5,1,1731.90000000002
"432B",-0.5,-0.5,25,0.5,1,1537.90000001193
"432B",-0.5,-0.5,23,0.5,1,1339.20000001192
"432B",-0.5,-0.5,24,0.5,1,1133.09999999998
"432B",-0.5,-0.5,9,-0.5,1,1155.60000000001
"432B",-0.5,-0.5,22,0.5,1,1321.39999998809
"432B",-0.5,-0.5,20,0.5,1,1295.40000003576
"432B",-0.5,-0.5,4,-0.5,1,1776.79999999999
"432B",-0.5,-0.5,5,-0.5,1,1376.69999998808
"432B",-0.5,-0.5,19,0.5,0,NA
"243A",-0.5,-0.5,21,0.5,1,2171.89999999999
"243A",-0.5,-0.5,2,-0.5,1,1754.59999999404
"243A",-0.5,-0.5,4,-0.5,0,NA
"243A",-0.5,-0.5,25,0.5,1,2389.39999999999
"243A",-0.5,-0.5,6,-0.5,1,2390.59999999999
"243A",-0.5,-0.5,8,-0.5,1,2265.60000000001
"243A",-0.5,-0.5,5,-0.5,1,1999.89999999999
"243A",-0.5,-0.5,9,-0.5,1,2339.89999999703
"243A",-0.5,-0.5,3,-0.5,1,1453.00000000001
"243A",-0.5,-0.5,7,-0.5,1,2125
"243A",-0.5,-0.5,26,0.5,1,1370.00000000298
"243A",-0.5,-0.5,20,0.5,1,3062.7
"243A",-0.5,-0.5,24,0.5,1,1404.59999999404
"243A",-0.5,-0.5,1,-0.5,1,2546.90000000002
"243A",-0.5,-0.5,27,0.5,1,1058.39999999703
"243A",-0.5,-0.5,23,0.5,1,1046.59999999404
"243A",-0.5,-0.5,19,0.5,1,1484.29999999999
"243A",-0.5,-0.5,22,0.5,1,2202.89999999999
"503C",-0.5,-0.5,9,-0.5,0,NA
"503C",-0.5,-0.5,2,-0.5,1,1957.60000000028
"503C",-0.5,-0.5,25,0.5,1,1155.3
"503C",-0.5,-0.5,20,0.5,1,1099.90000000001
"503C",-0.5,-0.5,27,0.5,1,1474.10000000018
"503C",-0.5,-0.5,21,0.5,1,1086.10000000001
"503C",-0.5,-0.5,6,-0.5,1,2332.70000000019
"503C",-0.5,-0.5,7,-0.5,0,NA
"503C",-0.5,-0.5,1,-0.5,1,1774.50000000019
"503C",-0.5,-0.5,19,0.5,1,1869.49999999991
"503C",-0.5,-0.5,23,0.5,1,1204.70000000027
"503C",-0.5,-0.5,22,0.5,1,2353.70000000001
"503C",-0.5,-0.5,3,-0.5,1,1571.60000000027
"503C",-0.5,-0.5,4,-0.5,1,1844.20000000027
"503C",-0.5,-0.5,24,0.5,1,974.700000000012
"503C",-0.5,-0.5,8,-0.5,1,3226.60000000001
"503C",-0.5,-0.5,26,0.5,1,1375.20000000019
"503C",-0.5,-0.5,5,-0.5,1,3131.20000000019
"506F",-0.5,-0.5,2,-0.5,0,NA
"506F",-0.5,-0.5,4,-0.5,1,3262.40000000149
"506F",-0.5,-0.5,9,-0.5,1,2731.8
"506F",-0.5,-0.5,23,0.5,1,1283.70000000074
"506F",-0.5,-0.5,22,0.5,1,1370.89999999999
"506F",-0.5,-0.5,19,0.5,1,1403.10000000075
"506F",-0.5,-0.5,26,0.5,1,1179.10000000111
"506F",-0.5,-0.5,24,0.5,1,1261.30000000037
"506F",-0.5,-0.5,27,0.5,1,1720.2
"506F",-0.5,-0.5,7,-0.5,0,NA
"506F",-0.5,-0.5,1,-0.5,1,2346.70000000037
"506F",-0.5,-0.5,6,-0.5,1,2247.20000000074
"506F",-0.5,-0.5,5,-0.5,1,1720.60000000037
"506F",-0.5,-0.5,8,-0.5,0,NA
"506F",-0.5,-0.5,3,-0.5,1,2207.8
"506F",-0.5,-0.5,25,0.5,1,1475
"506F",-0.5,-0.5,21,0.5,1,1339.00000000111
"506F",-0.5,-0.5,20,0.5,1,2127.30000000075
"440D",-0.5,-0.5,1,-0.5,0,NA
"440D",-0.5,-0.5,3,-0.5,1,2680.29999995232
"440D",-0.5,-0.5,19,0.5,1,1770.09999992847
"440D",-0.5,-0.5,9,-0.5,0,NA
"440D",-0.5,-0.5,8,-0.5,0,NA
"440D",-0.5,-0.5,20,0.5,1,1118.60000000001
"440D",-0.5,-0.5,2,-0.5,1,1800.09999997616
"440D",-0.5,-0.5,26,0.5,1,881.699999976161
"440D",-0.5,-0.5,23,0.5,1,1174.89999990464
"440D",-0.5,-0.5,4,-0.5,0,NA
"440D",-0.5,-0.5,24,0.5,1,1551.79999992848
"440D",-0.5,-0.5,7,-0.5,1,1745.19999992847
"440D",-0.5,-0.5,6,-0.5,1,1926.69999997616
"440D",-0.5,-0.5,21,0.5,1,1160.5
"440D",-0.5,-0.5,27,0.5,1,1638.39999999999
"440D",-0.5,-0.5,5,-0.5,1,1762.10000000001
"440D",-0.5,-0.5,25,0.5,1,938.29999992848
"440D",-0.5,-0.5,22,0.5,1,3518.89999997616
"444B",-0.5,-0.5,9,-0.5,1,2309.19999997616
"444B",-0.5,-0.5,24,0.5,1,1559.09999997616
"444B",-0.5,-0.5,1,-0.5,0,NA
"444B",-0.5,-0.5,25,0.5,1,1256.09999997616
"444B",-0.5,-0.5,20,0.5,1,935.200000047684
"444B",-0.5,-0.5,23,0.5,1,1435.2
"444B",-0.5,-0.5,2,-0.5,1,1881.6
"444B",-0.5,-0.5,26,0.5,1,1120.8
"444B",-0.5,-0.5,8,-0.5,1,2125.90000002384
"444B",-0.5,-0.5,6,-0.5,1,1827.10000000001
"444B",-0.5,-0.5,27,0.5,1,1207.70000004768
"444B",-0.5,-0.5,4,-0.5,1,1785.30000007153
"444B",-0.5,-0.5,5,-0.5,1,2208.09999997616
"444B",-0.5,-0.5,19,0.5,1,2110.60000004768
"444B",-0.5,-0.5,22,0.5,1,1505.90000004768
"444B",-0.5,-0.5,7,-0.5,1,2619.00000004769
"444B",-0.5,-0.5,3,-0.5,1,2001.60000002384
"444B",-0.5,-0.5,21,0.5,1,870.800000023839
"445C",-0.5,-0.5,20,0.5,1,4798.69999990463
"445C",-0.5,-0.5,22,0.5,1,1441.2
"445C",-0.5,-0.5,1,-0.5,1,3398.19999995232
"445C",-0.5,-0.5,8,-0.5,0,NA
"445C",-0.5,-0.5,9,-0.5,0,NA
"445C",-0.5,-0.5,24,0.5,0,NA
"445C",-0.5,-0.5,23,0.5,1,2920.3
"445C",-0.5,-0.5,4,-0.5,0,NA
"445C",-0.5,-0.5,7,-0.5,0,NA
"445C",-0.5,-0.5,27,0.5,1,1591.89999995232
"445C",-0.5,-0.5,5,-0.5,1,2152.39999995232
"445C",-0.5,-0.5,6,-0.5,1,1335.09999992847
"445C",-0.5,-0.5,19,0.5,0,NA
"445C",-0.5,-0.5,21,0.5,1,1446.49999992848
"445C",-0.5,-0.5,25,0.5,0,NA
"445C",-0.5,-0.5,26,0.5,0,NA
"445C",-0.5,-0.5,2,-0.5,0,NA
"445C",-0.5,-0.5,3,-0.5,1,1894.10000000001
"446D",-0.5,-0.5,26,0.5,1,3948.50000002384
"446D",-0.5,-0.5,4,-0.5,1,4391.09999997616
"446D",-0.5,-0.5,6,-0.5,1,2630.90000004768
"446D",-0.5,-0.5,20,0.5,1,1196.49999997616
"446D",-0.5,-0.5,2,-0.5,1,2216.80000002384
"446D",-0.5,-0.5,1,-0.5,1,1562.20000004768
"446D",-0.5,-0.5,25,0.5,1,2529.99999995231
"446D",-0.5,-0.5,24,0.5,1,1983.80000002384
"446D",-0.5,-0.5,21,0.5,1,1508.5
"446D",-0.5,-0.5,27,0.5,1,1712.90000004768
"446D",-0.5,-0.5,19,0.5,1,1984.10000004768
"446D",-0.5,-0.5,22,0.5,1,1512.20000002385
"446D",-0.5,-0.5,8,-0.5,1,3959.99999997616
"446D",-0.5,-0.5,3,-0.5,1,5227.30000004769
"446D",-0.5,-0.5,5,-0.5,1,2562.49999995231
"446D",-0.5,-0.5,9,-0.5,1,4433.10000000001
"446D",-0.5,-0.5,23,0.5,1,1477.59999995232
"446D",-0.5,-0.5,7,-0.5,1,3820.39999997616
"448F",-0.5,-0.5,24,0.5,1,2267.30000002384
"448F",-0.5,-0.5,25,0.5,1,1206.60000004768
"448F",-0.5,-0.5,5,-0.5,1,1814.40000004768
"448F",-0.5,-0.5,4,-0.5,1,2077.20000004768
"448F",-0.5,-0.5,7,-0.5,1,1990.20000004768
"448F",-0.5,-0.5,20,0.5,1,1232.39999999999
"448F",-0.5,-0.5,1,-0.5,1,2064.40000004768
"448F",-0.5,-0.5,3,-0.5,1,3072.39999997616
"448F",-0.5,-0.5,23,0.5,1,1574.10000007153
"448F",-0.5,-0.5,22,0.5,1,1043.89999997616
"448F",-0.5,-0.5,21,0.5,1,1091.20000002385
"448F",-0.5,-0.5,19,0.5,0,NA
"448F",-0.5,-0.5,8,-0.5,1,2395.59999997616
"448F",-0.5,-0.5,26,0.5,1,1225.50000004769
"448F",-0.5,-0.5,6,-0.5,1,3404.50000004769
"448F",-0.5,-0.5,9,-0.5,1,4251.20000002385
"448F",-0.5,-0.5,27,0.5,1,2447.80000000002
"448F",-0.5,-0.5,2,-0.5,1,3280.60000000001
"235E",-0.5,-0.5,28,0.5,1,2078.09999995232
"235E",-0.5,-0.5,29,0.5,1,864.499999976164
"235E",-0.5,-0.5,30,0.5,1,926.299999952316
"235E",-0.5,-0.5,14,-0.5,1,1420.99999992848
"235E",-0.5,-0.5,16,-0.5,1,1455.99999992848
"235E",-0.5,-0.5,33,0.5,1,1434.89999999999
"235E",-0.5,-0.5,31,0.5,1,1046.79999999999
"235E",-0.5,-0.5,35,0.5,1,1151.3
"235E",-0.5,-0.5,18,-0.5,0,NA
"235E",-0.5,-0.5,13,-0.5,1,1930.49999992848
"235E",-0.5,-0.5,10,-0.5,1,1528.89999995232
"235E",-0.5,-0.5,15,-0.5,1,2551.49999992848
"235E",-0.5,-0.5,17,-0.5,0,NA
"235E",-0.5,-0.5,36,0.5,1,1309.89999995232
"235E",-0.5,-0.5,12,-0.5,1,1256.60000000001
"235E",-0.5,-0.5,11,-0.5,1,1666.09999995232
"235E",-0.5,-0.5,32,0.5,1,1181.19999997616
"235E",-0.5,-0.5,34,0.5,1,921.800000000018
"434D",-0.5,-0.5,11,-0.5,0,NA
"434D",-0.5,-0.5,31,0.5,1,2519.59999996424
"434D",-0.5,-0.5,18,-0.5,0,NA
"434D",-0.5,-0.5,28,0.5,1,2405.69999996424
"434D",-0.5,-0.5,15,-0.5,1,8108.40000001193
"434D",-0.5,-0.5,35,0.5,1,1963.79999997615
"434D",-0.5,-0.5,16,-0.5,0,NA
"434D",-0.5,-0.5,33,0.5,1,2300.79999996423
"434D",-0.5,-0.5,17,-0.5,1,9572.99999997616
"434D",-0.5,-0.5,29,0.5,1,1531.39999999999
"434D",-0.5,-0.5,12,-0.5,0,NA
"434D",-0.5,-0.5,14,-0.5,0,NA
"434D",-0.5,-0.5,30,0.5,1,7999.89999997616
"434D",-0.5,-0.5,36,0.5,1,2497.99999999997
"434D",-0.5,-0.5,10,-0.5,1,7628.79999996425
"434D",-0.5,-0.5,32,0.5,1,1800.59999998807
"434D",-0.5,-0.5,34,0.5,1,1341.19999997615
"434D",-0.5,-0.5,13,-0.5,1,7216
"436F",-0.5,-0.5,18,-0.5,1,5009.69999997616
"436F",-0.5,-0.5,34,0.5,0,NA
"436F",-0.5,-0.5,35,0.5,1,1780.59999996424
"436F",-0.5,-0.5,33,0.5,1,1361.59999998807
"436F",-0.5,-0.5,17,-0.5,0,NA
"436F",-0.5,-0.5,16,-0.5,1,2772.70000001192
"436F",-0.5,-0.5,10,-0.5,0,NA
"436F",-0.5,-0.5,32,0.5,1,1323.3
"436F",-0.5,-0.5,30,0.5,1,2541.80000001192
"436F",-0.5,-0.5,15,-0.5,0,NA
"436F",-0.5,-0.5,14,-0.5,0,NA
"436F",-0.5,-0.5,28,0.5,1,2003.29999999999
"436F",-0.5,-0.5,12,-0.5,0,NA
"436F",-0.5,-0.5,36,0.5,1,2788.19999998808
"436F",-0.5,-0.5,11,-0.5,1,1992.99999998807
"436F",-0.5,-0.5,31,0.5,1,2508.49999998807
"436F",-0.5,-0.5,29,0.5,1,1566.70000000001
"436F",-0.5,-0.5,13,-0.5,1,1841.09999996424
"505E",-0.5,-0.5,36,0.5,1,2513.2999999999
"505E",-0.5,-0.5,32,0.5,1,1296.10000000001
"505E",-0.5,-0.5,31,0.5,1,1215.29999999981
"505E",-0.5,-0.5,33,0.5,1,1309.7
"505E",-0.5,-0.5,18,-0.5,1,2950.60000000018
"505E",-0.5,-0.5,28,0.5,1,1307.00000000009
"505E",-0.5,-0.5,29,0.5,1,1546.79999999981
"505E",-0.5,-0.5,35,0.5,1,1791.7000000001
"505E",-0.5,-0.5,13,-0.5,0,NA
"505E",-0.5,-0.5,16,-0.5,1,4419.19999999981
"505E",-0.5,-0.5,11,-0.5,1,3674.2
"505E",-0.5,-0.5,30,0.5,1,1965.60000000001
"505E",-0.5,-0.5,10,-0.5,1,5459.99999999981
"505E",-0.5,-0.5,14,-0.5,0,NA
"505E",-0.5,-0.5,12,-0.5,1,7761.50000000009
"505E",-0.5,-0.5,15,-0.5,1,2602
"505E",-0.5,-0.5,34,0.5,1,2263.49999999983
"505E",-0.5,-0.5,17,-0.5,1,1849.69999999995
"438B",-0.5,-0.5,16,-0.5,1,3758.09999997616
"438B",-0.5,-0.5,14,-0.5,1,1408.90000002384
"438B",-0.5,-0.5,31,0.5,1,2140.7
"438B",-0.5,-0.5,29,0.5,1,1190
"438B",-0.5,-0.5,15,-0.5,1,2147.59999997616
"438B",-0.5,-0.5,12,-0.5,1,1759.69999998808
"438B",-0.5,-0.5,32,0.5,1,1047.20000002385
"438B",-0.5,-0.5,17,-0.5,1,2252.90000001193
"438B",-0.5,-0.5,36,0.5,1,1193.59999998807
"438B",-0.5,-0.5,28,0.5,1,1157.89999998808
"438B",-0.5,-0.5,33,0.5,1,1760.99999997616
"438B",-0.5,-0.5,30,0.5,1,1091.39999998808
"438B",-0.5,-0.5,35,0.5,1,1193.60000001192
"438B",-0.5,-0.5,11,-0.5,1,1623.60000002384
"438B",-0.5,-0.5,34,0.5,1,1492.20000001192
"438B",-0.5,-0.5,10,-0.5,1,3698.40000001193
"438B",-0.5,-0.5,13,-0.5,1,1558.90000001193
"438B",-0.5,-0.5,18,-0.5,1,1142.29999997615
"439C",-0.5,-0.5,36,0.5,1,2445.60000003576
"439C",-0.5,-0.5,31,0.5,1,1718.30000001192
"439C",-0.5,-0.5,17,-0.5,1,2360.70000002384
"439C",-0.5,-0.5,30,0.5,1,1084.80000001192
"439C",-0.5,-0.5,34,0.5,1,1122.90000002384
"439C",-0.5,-0.5,10,-0.5,1,1892.70000004768
"439C",-0.5,-0.5,28,0.5,1,1014.90000002384
"439C",-0.5,-0.5,35,0.5,1,1440.40000003576
"439C",-0.5,-0.5,13,-0.5,1,1727.60000002384
"439C",-0.5,-0.5,16,-0.5,1,2481.49999999999
"439C",-0.5,-0.5,15,-0.5,1,2013.89999999999
"439C",-0.5,-0.5,11,-0.5,0,NA
"439C",-0.5,-0.5,12,-0.5,1,1529.50000004769
"439C",-0.5,-0.5,33,0.5,1,2431.40000003576
"439C",-0.5,-0.5,29,0.5,1,1034.20000003577
"439C",-0.5,-0.5,14,-0.5,0,NA
"439C",-0.5,-0.5,18,-0.5,1,1659.00000001192
"439C",-0.5,-0.5,32,0.5,1,1105.80000003576
"442F",-0.5,-0.5,28,0.5,1,5589.60000004769
"442F",-0.5,-0.5,18,-0.5,0,NA
"442F",-0.5,-0.5,10,-0.5,0,NA
"442F",-0.5,-0.5,16,-0.5,0,NA
"442F",-0.5,-0.5,33,0.5,0,NA
"442F",-0.5,-0.5,32,0.5,0,NA
"442F",-0.5,-0.5,14,-0.5,0,NA
"442F",-0.5,-0.5,29,0.5,0,NA
"442F",-0.5,-0.5,13,-0.5,1,2598.09999999999
"442F",-0.5,-0.5,30,0.5,1,1583.20000007152
"442F",-0.5,-0.5,35,0.5,1,1813.90000007153
"442F",-0.5,-0.5,31,0.5,1,1246.50000009537
"442F",-0.5,-0.5,15,-0.5,1,7351.3
"442F",-0.5,-0.5,11,-0.5,1,2738.8
"442F",-0.5,-0.5,17,-0.5,1,4127.00000002384
"442F",-0.5,-0.5,34,0.5,1,2231.69999999995
"442F",-0.5,-0.5,12,-0.5,0,NA
"442F",-0.5,-0.5,36,0.5,1,4083.30000007153
"443A",-0.5,-0.5,16,-0.5,0,NA
"443A",-0.5,-0.5,18,-0.5,0,NA
"443A",-0.5,-0.5,29,0.5,0,NA
"443A",-0.5,-0.5,11,-0.5,1,2398.09999999999
"443A",-0.5,-0.5,14,-0.5,0,NA
"443A",-0.5,-0.5,10,-0.5,0,NA
"443A",-0.5,-0.5,28,0.5,1,2307.79999997615
"443A",-0.5,-0.5,34,0.5,0,NA
"443A",-0.5,-0.5,31,0.5,1,1894.99999992848
"443A",-0.5,-0.5,12,-0.5,0,NA
"443A",-0.5,-0.5,30,0.5,1,2204.10000002384
"443A",-0.5,-0.5,15,-0.5,1,3439.19999997616
"443A",-0.5,-0.5,17,-0.5,1,3167.59999992847
"443A",-0.5,-0.5,36,0.5,1,3122.19999995231
"443A",-0.5,-0.5,13,-0.5,1,3270.49999992848
"443A",-0.5,-0.5,33,0.5,0,NA
"443A",-0.5,-0.5,35,0.5,1,1735.10000000001
"443A",-0.5,-0.5,32,0.5,1,1653.59999997617
"249A",-0.5,-0.5,17,-0.5,0,NA
"249A",-0.5,-0.5,11,-0.5,1,2961.7
"249A",-0.5,-0.5,14,-0.5,1,1074.10000000297
"249A",-0.5,-0.5,12,-0.5,1,2119.39999999703
"249A",-0.5,-0.5,13,-0.5,1,2168.79999999702
"249A",-0.5,-0.5,30,0.5,1,1948.10000000894
"249A",-0.5,-0.5,10,-0.5,1,1937.59999999999
"249A",-0.5,-0.5,35,0.5,1,1558.10000000001
"249A",-0.5,-0.5,36,0.5,1,1339.5
"249A",-0.5,-0.5,18,-0.5,1,1445.39999999703
"249A",-0.5,-0.5,31,0.5,1,1250
"249A",-0.5,-0.5,28,0.5,1,1109.3
"249A",-0.5,-0.5,34,0.5,1,1015.60000000001
"249A",-0.5,-0.5,16,-0.5,1,1828.30000000002
"249A",-0.5,-0.5,15,-0.5,1,1848.99999999702
"249A",-0.5,-0.5,32,0.5,1,984.500000000015
"249A",-0.5,-0.5,29,0.5,1,1078.09999999999
"249A",-0.5,-0.5,33,0.5,1,1358.29999999702
"250B",-0.5,-0.5,35,0.5,1,4265.7
"250B",-0.5,-0.5,15,-0.5,0,NA
"250B",-0.5,-0.5,12,-0.5,1,1849.9
"250B",-0.5,-0.5,32,0.5,1,1390.4
"250B",-0.5,-0.5,14,-0.5,0,NA
"250B",-0.5,-0.5,34,0.5,1,2087.90000001193
"250B",-0.5,-0.5,10,-0.5,0,NA
"250B",-0.5,-0.5,31,0.5,1,2148.20000000596
"250B",-0.5,-0.5,29,0.5,1,1625.09999999999
"250B",-0.5,-0.5,33,0.5,1,1100.40000000894
"250B",-0.5,-0.5,28,0.5,1,1046.8
"250B",-0.5,-0.5,30,0.5,1,1390.3
"250B",-0.5,-0.5,18,-0.5,0,NA
"250B",-0.5,-0.5,11,-0.5,1,2593.70000000001
"250B",-0.5,-0.5,17,-0.5,0,NA
"250B",-0.5,-0.5,13,-0.5,1,1787.8
"250B",-0.5,-0.5,36,0.5,1,1187.10000000596
"250B",-0.5,-0.5,16,-0.5,0,NA
"241E",-0.5,-0.5,19,-0.5,1,3605.99999997616
"241E",-0.5,-0.5,23,-0.5,0,NA
"241E",-0.5,-0.5,27,-0.5,1,2558.80000002384
"241E",-0.5,-0.5,22,-0.5,0,NA
"241E",-0.5,-0.5,25,-0.5,1,2203.10000000001
"241E",-0.5,-0.5,3,0.5,1,1771.00000007152
"241E",-0.5,-0.5,7,0.5,1,2638.89999999999
"241E",-0.5,-0.5,2,0.5,0,NA
"241E",-0.5,-0.5,1,0.5,1,1984.2
"241E",-0.5,-0.5,21,-0.5,1,2330.79999997615
"241E",-0.5,-0.5,4,0.5,1,2171.70000004768
"241E",-0.5,-0.5,6,0.5,1,874.999999999985
"241E",-0.5,-0.5,20,-0.5,1,2276.39999999999
"241E",-0.5,-0.5,9,0.5,1,1254.80000007153
"241E",-0.5,-0.5,8,0.5,1,1106.10000007153
"241E",-0.5,-0.5,5,0.5,1,1218.79999999999
"241E",-0.5,-0.5,26,-0.5,1,1324.19999997616
"241E",-0.5,-0.5,24,-0.5,1,1515.69999999998
"433C",-0.5,-0.5,22,-0.5,0,NA
"433C",-0.5,-0.5,24,-0.5,1,4360.09999997616
"433C",-0.5,-0.5,8,0.5,1,1690.39999998808
"433C",-0.5,-0.5,26,-0.5,1,3688.19999995231
"433C",-0.5,-0.5,27,-0.5,1,2940.79999998808
"433C",-0.5,-0.5,7,0.5,1,1542.39999999999
"433C",-0.5,-0.5,5,0.5,1,1817.2
"433C",-0.5,-0.5,19,-0.5,1,2094.7
"433C",-0.5,-0.5,1,0.5,1,1301
"433C",-0.5,-0.5,4,0.5,1,1452.89999998808
"433C",-0.5,-0.5,9,0.5,1,1575.09999995232
"433C",-0.5,-0.5,20,-0.5,1,2026.79999998808
"433C",-0.5,-0.5,3,0.5,1,1248.69999996424
"433C",-0.5,-0.5,2,0.5,1,1765.10000000003
"433C",-0.5,-0.5,21,-0.5,1,3482.69999995231
"433C",-0.5,-0.5,6,0.5,1,1046.19999995231
"433C",-0.5,-0.5,25,-0.5,0,NA
"433C",-0.5,-0.5,23,-0.5,0,NA
"245C",-0.5,-0.5,2,0.5,0,NA
"245C",-0.5,-0.5,26,-0.5,0,NA
"245C",-0.5,-0.5,5,0.5,1,1257.69999999701
"245C",-0.5,-0.5,9,0.5,1,1609.5
"245C",-0.5,-0.5,21,-0.5,0,NA
"245C",-0.5,-0.5,23,-0.5,0,NA
"245C",-0.5,-0.5,22,-0.5,1,1834.2
"245C",-0.5,-0.5,20,-0.5,0,NA
"245C",-0.5,-0.5,24,-0.5,0,NA
"245C",-0.5,-0.5,27,-0.5,0,NA
"245C",-0.5,-0.5,25,-0.5,1,1434.29999999702
"245C",-0.5,-0.5,19,-0.5,1,1588.89999999999
"245C",-0.5,-0.5,3,0.5,1,2047
"245C",-0.5,-0.5,1,0.5,1,1884.70000000298
"245C",-0.5,-0.5,6,0.5,1,1457.40000000298
"245C",-0.5,-0.5,4,0.5,1,1368.10000000297
"245C",-0.5,-0.5,7,0.5,1,1129.29999999404
"245C",-0.5,-0.5,8,0.5,0,NA
"244B",-0.5,-0.5,23,-0.5,1,1930.29999998808
"244B",-0.5,-0.5,20,-0.5,1,1447.89999999999
"244B",-0.5,-0.5,3,0.5,1,1678.99999998808
"244B",-0.5,-0.5,22,-0.5,0,NA
"244B",-0.5,-0.5,26,-0.5,1,2444.59999999702
"244B",-0.5,-0.5,9,0.5,1,2015.19999999405
"244B",-0.5,-0.5,1,0.5,0,NA
"244B",-0.5,-0.5,19,-0.5,0,NA
"244B",-0.5,-0.5,25,-0.5,1,2952.69999999701
"244B",-0.5,-0.5,27,-0.5,0,NA
"244B",-0.5,-0.5,7,0.5,1,1627.19999999106
"244B",-0.5,-0.5,21,-0.5,1,3826.39999999703
"244B",-0.5,-0.5,24,-0.5,0,NA
"244B",-0.5,-0.5,2,0.5,1,2616.29999999105
"244B",-0.5,-0.5,8,0.5,1,1582.49999998808
"244B",-0.5,-0.5,5,0.5,1,1676.5
"244B",-0.5,-0.5,6,0.5,1,1285.59999998807
"244B",-0.5,-0.5,4,0.5,1,1691.59999998807
"248F",-0.5,-0.5,24,-0.5,1,2859.20000000596
"248F",-0.5,-0.5,19,-0.5,1,2752.89999999999
"248F",-0.5,-0.5,6,0.5,1,1218.8
"248F",-0.5,-0.5,8,0.5,1,2410.39999999404
"248F",-0.5,-0.5,25,-0.5,1,2062.40000000001
"248F",-0.5,-0.5,9,0.5,1,3052.60000000001
"248F",-0.5,-0.5,23,-0.5,1,3114.5
"248F",-0.5,-0.5,21,-0.5,1,2078.10000000001
"248F",-0.5,-0.5,20,-0.5,1,2347.89999999703
"248F",-0.5,-0.5,27,-0.5,0,NA
"248F",-0.5,-0.5,26,-0.5,1,2628.3
"248F",-0.5,-0.5,4,0.5,1,1647.09999999404
"248F",-0.5,-0.5,2,0.5,1,2071.79999999404
"248F",-0.5,-0.5,3,0.5,1,1510.00000000298
"248F",-0.5,-0.5,5,0.5,1,1838.10000000596
"248F",-0.5,-0.5,7,0.5,1,1570.89999999404
"248F",-0.5,-0.5,22,-0.5,1,2595.40000000596
"248F",-0.5,-0.5,1,0.5,1,2029.70000000298
"504D",-0.5,-0.5,24,-0.5,0,NA
"504D",-0.5,-0.5,1,0.5,1,1015.49999999991
"504D",-0.5,-0.5,25,-0.5,0,NA
"504D",-0.5,-0.5,23,-0.5,1,1608.70000000004
"504D",-0.5,-0.5,5,0.5,1,901.899999999994
"504D",-0.5,-0.5,9,0.5,1,1333
"504D",-0.5,-0.5,20,-0.5,1,1408.30000000009
"504D",-0.5,-0.5,22,-0.5,1,1611.50000000009
"504D",-0.5,-0.5,19,-0.5,0,NA
"504D",-0.5,-0.5,3,0.5,1,1267.60000000001
"504D",-0.5,-0.5,21,-0.5,1,1483.09999999999
